No1_D[m]	No2_L/D	No3_alpha	No4_rhoL	No5_rhot	No6_dL[mm]	No7_fy[MPa]	No8_fc[MPa]	No9_epsilonC	No10_XL	No11_Xt
1.0952400	2.9540345	0.1048476	0.0206287	0.0060771	32.3621499	464.8301079	41.6918579	0.0012967	0.0014206	0.0020369
1.4605672	2.3595923	0.1796546	0.0205827	0.0068122	32.7193055	424.2846998	35.7401697	0.0023501	0.1381065	0.2399666
1.3756671	5.5080189	0.0576131	0.0141317	0.0114915	41.1977849	496.8304090	37.0614774	0.0020919	0.2076722	0.2340292
1.5268818	6.0547696	0.1074424	0.0133893	0.0067490	38.4401287	479.9307523	48.7306251	0.0017382	0.2941553	0.5262761
1.2774991	6.3531245	0.0611399	0.0289395	0.0031751	30.0030680	428.7962384	33.3018740	0.0020844	0.0071144	0.0209188
1.0253432	6.5818647	0.1921070	0.0269448	0.0147067	30.4213735	401.3720058	44.1651085	0.0028003	0.1826535	0.3499238
1.4661359	3.5252119	0.1727803	0.0298745	0.0103338	36.0158962	538.3895766	47.5916188	0.0020902	0.2254759	0.6506761
1.0657038	3.0357792	0.2062539	0.0215129	0.0147269	29.8259443	477.6195899	33.0729866	0.0026684	0.0333567	0.0489905
1.5652428	6.2698673	0.0944421	0.0284194	0.0145026	41.7412091	528.5336200	43.5599827	0.0025185	0.1979305	0.4138248
0.8868966	5.1942481	0.2417356	0.0206196	0.0103556	36.9703061	540.7369921	37.7348431	0.0011435	0.0187325	0.0189224
1.5132100	4.9434395	0.0820185	0.0162436	0.0086875	37.7554634	425.9236538	40.0642732	0.0024300	0.1634315	0.2666119
0.9556585	6.9640982	0.2290816	0.0216589	0.0051880	42.9259111	407.3476045	47.4356002	0.0029699	0.1426158	0.4039738
1.5583241	7.8862543	0.0740582	0.0230396	0.0011818	33.6769213	529.2408854	32.9913911	0.0024233	0.1162992	0.1910120
1.5081492	4.7012393	0.0836171	0.0267336	0.0137694	28.0693373	536.7783138	40.3771334	0.0026295	0.0418093	0.0503749
0.9252000	7.2552587	0.0777031	0.0233389	0.0112152	32.3371089	526.8053615	38.5020071	0.0029351	0.1122640	0.3237154
1.6826892	2.9159617	0.1411871	0.0187439	0.0098459	39.7078245	443.7353535	49.3735976	0.0014512	0.0451022	0.1276557
0.9780074	4.4491055	0.1161491	0.0195073	0.0068557	36.1264646	466.5436548	32.1340399	0.0017274	0.0829087	0.1548782
1.6219736	6.4689695	0.1941718	0.0246355	0.0092398	42.1953449	404.0984461	38.0481973	0.0013965	0.1926322	0.2903848
1.1307216	6.5768052	0.2377176	0.0252531	0.0098986	30.5616874	502.0073739	35.3890892	0.0024116	0.1043636	0.1874621
1.3984675	6.4562661	0.0782671	0.0108118	0.0140021	33.7536411	419.0410610	38.0237266	0.0025774	0.2308046	0.4569491
1.4107500	3.0675531	0.1866319	0.0244303	0.0072740	40.9136004	418.3686341	49.1010827	0.0027189	0.0443665	0.1235811
0.9393014	5.3408155	0.1908632	0.0241185	0.0059651	41.8027715	499.0935263	42.1237272	0.0028457	0.1751653	0.4903662
1.1215007	6.4673481	0.0997452	0.0131863	0.0130132	34.4066579	442.6774707	35.0940218	0.0025752	0.0418782	0.0904246
0.8202400	3.7908053	0.0740777	0.0126657	0.0063618	35.2205910	516.1057809	35.9283297	0.0024165	0.0150216	0.0339120
1.2445216	7.6706944	0.0885487	0.0237103	0.0144823	30.6356900	488.1865052	36.4362878	0.0026316	0.1862605	0.2955965
1.1732214	2.8690329	0.1669914	0.0225887	0.0095575	33.0703748	433.2154612	32.0392112	0.0023899	0.1243833	0.1810117
1.1028721	2.6159235	0.1933497	0.0207655	0.0112586	41.1169356	544.4877359	31.4106128	0.0015903	0.0991625	0.1841998
0.9066952	2.4466629	0.0771735	0.0212379	0.0067699	40.2530812	433.8624147	36.6144967	0.0026879	0.1547519	0.3354145
1.5559921	2.5876282	0.1538601	0.0132190	0.0113252	39.5875767	422.4380226	40.8467217	0.0022837	0.1129931	0.3101990
1.0963569	6.8364862	0.0908262	0.0262568	0.0086065	41.8299423	507.5027966	32.6480197	0.0020501	0.2906984	0.4053021
1.1804932	5.6904696	0.1837723	0.0111393	0.0107052	38.0954303	541.7021657	38.3664180	0.0024957	0.1795839	0.3490211
1.2960351	4.3852666	0.0641035	0.0231230	0.0118858	35.8420229	446.5636000	31.2010061	0.0019862	0.1972354	0.4804839
1.4190200	7.5152909	0.2424483	0.0196927	0.0111919	41.4618521	458.9423910	47.5517838	0.0019830	0.1744403	0.1929011
1.7163855	4.7497026	0.2096708	0.0225542	0.0132480	37.9168856	405.2880605	37.2168655	0.0016430	0.2808627	0.6964069
0.8580591	4.8718110	0.0882662	0.0218663	0.0079223	32.1587386	405.0706140	37.0542955	0.0022821	0.0325919	0.0335403
1.2995067	6.3516599	0.0788408	0.0196562	0.0082147	36.6416655	410.0857106	43.9327383	0.0021679	0.1541145	0.3391077
1.3969881	3.6627742	0.0842436	0.0195114	0.0081467	31.3838234	427.1975564	36.6374267	0.0027297	0.1075448	0.1655319
1.7857489	1.3649607	0.1475288	0.0223987	0.0076635	35.4828252	510.1365924	30.0159374	0.0024586	0.0236798	0.0274374
1.2489104	2.9692113	0.2012402	0.0189740	0.0069674	36.5059257	453.4817832	48.3427751	0.0029669	0.0262317	0.0625590
1.5714774	2.8914066	0.2169818	0.0245013	0.0098913	41.6748840	474.6893366	41.2617130	0.0024861	0.1304047	0.3491036
1.7562215	4.1275884	0.1560021	0.0108296	0.0032621	30.8506301	476.6951290	34.7045699	0.0016668	0.1543991	0.3784436
1.0067177	5.0734192	0.0821560	0.0205254	0.0014043	35.6700759	418.5979361	38.4998677	0.0028548	0.2584432	0.4400829
1.0078583	5.5129005	0.1353642	0.0165737	0.0038246	40.3871034	409.6424681	45.0711463	0.0020187	0.0283442	0.0424606
1.0266944	6.6277623	0.1861733	0.0121289	0.0049005	32.5678799	421.4448216	40.1220025	0.0023193	0.1001173	0.1705845
1.1578528	5.6304496	0.0861357	0.0120992	0.0089542	42.1213300	460.9489972	46.6069311	0.0028904	0.2781522	0.4733722
1.0306648	4.5962144	0.1338426	0.0208948	0.0105011	36.6700906	494.4644948	40.3955236	0.0026088	0.1973404	0.2368089
1.7689278	3.4546359	0.2220499	0.0248840	0.0144260	41.1898451	505.1840727	39.6657836	0.0015877	0.1136002	0.1523810
1.6997267	6.0199892	0.1635126	0.0115197	0.0102525	32.0742258	417.5301606	31.7693299	0.0025534	0.0613008	0.1567134
1.6616497	1.1759790	0.1542784	0.0212639	0.0137944	33.4735743	531.2626561	47.9691284	0.0020999	0.0505752	0.0658210
1.6541287	7.8881963	0.1117647	0.0193849	0.0021995	34.2695134	527.1847738	47.4184704	0.0015731	0.2188311	0.2606230
0.9982067	4.7620498	0.2356589	0.0123270	0.0068906	36.9160289	425.6899284	33.2512237	0.0025145	0.0955975	0.1327599
1.7075936	3.2407879	0.0504425	0.0264580	0.0119164	41.2217009	449.8970061	43.2116728	0.0018091	0.0476848	0.1034856
1.1808808	7.2031240	0.1895798	0.0108524	0.0149413	33.2769563	451.2731029	33.6849153	0.0014638	0.2721703	0.3543672
1.5252640	7.3675969	0.1982380	0.0158394	0.0041659	37.1740872	405.0318667	40.3793249	0.0024314	0.1357137	0.1736829
1.0559883	1.1213733	0.1809356	0.0122211	0.0114812	30.2368375	469.4498309	36.8521912	0.0029371	0.0758425	0.1026333
0.9036296	2.7650098	0.1015008	0.0121447	0.0106697	36.1180575	484.7195771	34.1475833	0.0011372	0.1393551	0.3652698
1.3725942	6.0995595	0.1278050	0.0180883	0.0106359	36.6641259	404.7249405	38.5909239	0.0028080	0.2360324	0.4879693
1.0486282	7.0535287	0.2295634	0.0246652	0.0047585	40.6889157	446.5463823	36.2978654	0.0024149	0.1551445	0.2090960
1.4046583	3.5933571	0.1151793	0.0177174	0.0098267	41.6005785	539.4281370	45.7350959	0.0025166	0.1346664	0.3212108
1.2333222	7.2325954	0.1340015	0.0293503	0.0038422	33.6759067	520.4192019	31.7630212	0.0013439	0.2747677	0.3657554
1.0034482	5.3160431	0.1231319	0.0268312	0.0100414	28.8736936	472.3789404	38.8669148	0.0015079	0.1756742	0.4528149
1.6662374	3.5961621	0.2194514	0.0293278	0.0079464	39.9076893	425.9071195	37.0042573	0.0018961	0.2167562	0.6118306
1.1630908	3.0623342	0.1046388	0.0171755	0.0097472	41.3904270	422.7389715	49.1019608	0.0026432	0.1851632	0.2962658
0.9414441	4.2999255	0.0836203	0.0195141	0.0133769	41.1285994	546.5156855	41.8713675	0.0023037	0.2110936	0.4257381
1.6423393	1.8354882	0.1462139	0.0192251	0.0126580	41.7452070	463.3077634	44.5460602	0.0028724	0.0783256	0.0914378
1.4554933	2.6470062	0.0632690	0.0105290	0.0105691	33.1851391	406.5102103	35.0706644	0.0014843	0.0941057	0.2407810
0.9140867	4.7992574	0.2432639	0.0106326	0.0129339	30.1866996	449.1468020	35.3872918	0.0018298	0.1281150	0.2563805
1.6905669	3.4040549	0.1887960	0.0226882	0.0067291	38.5347095	406.6305375	36.9525538	0.0025030	0.1146419	0.2988484
1.4013381	1.3722439	0.1428263	0.0153141	0.0139571	41.7630277	440.8593633	33.1044269	0.0015628	0.0824285	0.1534678
0.9778117	7.0560340	0.1480679	0.0188241	0.0018079	32.1673190	407.3398859	33.4927175	0.0022837	0.1784848	0.3875895
1.3931430	2.8147371	0.0701665	0.0178739	0.0055426	39.5212427	421.2966073	40.2389728	0.0014454	0.2126877	0.3946289
1.3932989	6.6321994	0.1301299	0.0225176	0.0058619	38.5147505	429.1699222	48.7322898	0.0014917	0.0948597	0.2677630
1.7896343	5.0555531	0.1414310	0.0215006	0.0099820	33.3114946	455.4144170	30.2119226	0.0014367	0.1276214	0.1683388
1.6172685	7.5338946	0.1155255	0.0234660	0.0067891	28.6374320	444.1142407	30.7996667	0.0029711	0.2818744	0.6528660
0.8362931	4.3402013	0.2209977	0.0165821	0.0121122	37.5470828	527.3173888	38.1333973	0.0027534	0.0728482	0.0979680
1.2428485	4.6038790	0.2359261	0.0116763	0.0062099	29.8303389	530.5697932	42.8453984	0.0029403	0.1056187	0.2972817
1.7314627	3.3866781	0.1417127	0.0285288	0.0042080	36.7517731	508.3302944	40.0952533	0.0025266	0.1114184	0.2804195
1.4807495	1.5836891	0.1406606	0.0268352	0.0139065	28.0592813	461.8451116	44.5648614	0.0023964	0.2407810	0.2687320
1.4493853	6.8992388	0.2348171	0.0227607	0.0094694	33.7300322	438.4630214	30.6757805	0.0013859	0.0676307	0.1277985
1.0705707	7.2903481	0.0999997	0.0141219	0.0023272	35.9663482	522.0552875	45.3729761	0.0024911	0.2251959	0.6467796
0.9661762	4.2873336	0.1392962	0.0205803	0.0070987	39.0407874	438.9655411	49.8912943	0.0024251	0.1531666	0.1676433
1.0465715	3.9157119	0.1544754	0.0200717	0.0133580	40.9662333	528.9069065	40.6053697	0.0011917	0.1004501	0.1350326
0.8756961	1.2412144	0.1433062	0.0149444	0.0049363	31.1452837	420.2001611	45.9015545	0.0019007	0.0490237	0.1231686
0.9218935	3.8167595	0.0826958	0.0203462	0.0095208	30.0095237	525.2463157	42.4715252	0.0011564	0.1317785	0.2431204
1.4441802	2.1630225	0.0603345	0.0299065	0.0091571	41.0593834	416.7409510	36.7700947	0.0027459	0.2879620	0.5500364
1.5333596	7.3781722	0.2493564	0.0275352	0.0120662	37.6016671	410.1073320	37.7870630	0.0029392	0.2710138	0.5605775
1.3480596	5.8981466	0.1687815	0.0129821	0.0147081	38.0671188	451.8178185	30.8539301	0.0014572	0.0139040	0.0340163
1.1464009	5.0694673	0.1510388	0.0139134	0.0106520	41.1511948	509.3217403	31.3850193	0.0025718	0.2736152	0.5119692
1.6224488	6.1017673	0.1927899	0.0168960	0.0032646	34.8358244	419.5344840	44.4554888	0.0028097	0.2331630	0.5396385
1.4246307	3.7015416	0.1294333	0.0240435	0.0106468	37.6992643	440.2423090	37.6269270	0.0027694	0.0521288	0.0604527
0.9833979	7.0711961	0.1474908	0.0158150	0.0061038	36.7411545	426.1113301	49.6626797	0.0016080	0.0535710	0.1497253
0.8370752	1.7485150	0.0746952	0.0205019	0.0017961	42.2335182	443.1830247	41.3886965	0.0019583	0.2880793	0.7004131
1.3570553	3.8143401	0.1013722	0.0223921	0.0143665	30.3304898	522.8234412	32.2311263	0.0014105	0.2111825	0.5896603
1.2052974	1.2131260	0.1062987	0.0278491	0.0109803	36.6478672	459.9433340	36.8947404	0.0018102	0.0466662	0.1275524
1.7728815	6.8509300	0.0788189	0.0289789	0.0117954	37.7641615	456.2693516	36.6728215	0.0021658	0.1093340	0.1261611
1.0377743	7.5362702	0.2201981	0.0101946	0.0065579	34.0754115	534.9008268	34.8449778	0.0017523	0.1418925	0.1685516
1.7119370	7.7842205	0.1549137	0.0237799	0.0071450	29.8147223	435.1528735	42.6388614	0.0024711	0.2570068	0.7104070
1.3383097	1.1937855	0.2165680	0.0202728	0.0129662	31.1631646	400.4375549	34.8201434	0.0018484	0.0609637	0.1748859
0.8809013	3.1264811	0.0928925	0.0283452	0.0149681	40.0723001	433.7524669	41.3371557	0.0011247	0.0951735	0.2027334
0.8588078	5.5221433	0.1001261	0.0245382	0.0043787	31.2966795	458.0392196	47.4301676	0.0020085	0.1526271	0.4121261
0.9623289	6.9500683	0.0650194	0.0142013	0.0079635	41.9511442	516.1499054	49.5249566	0.0019686	0.1452950	0.1857431
1.6746251	4.1536599	0.1236398	0.0182831	0.0147253	30.8372473	514.4111815	33.1162779	0.0011782	0.0029350	0.0075108
1.7775683	7.9794339	0.1492917	0.0202703	0.0120533	37.6271606	490.6315859	49.9332225	0.0014686	0.1765758	0.2287404
0.8367268	6.7077145	0.1764729	0.0233501	0.0093398	39.1566588	459.5186874	32.1117473	0.0024605	0.2395556	0.4178034
1.5959891	4.3895762	0.2189938	0.0112515	0.0060250	34.3924476	481.4601397	37.5180508	0.0020589	0.1925510	0.2274026
1.6401037	5.3077612	0.1551828	0.0104553	0.0118977	33.4496131	457.9292008	35.1077681	0.0010051	0.1693613	0.2530180
1.2658392	3.5182287	0.1251426	0.0156629	0.0074940	37.1980007	476.3688491	39.0279541	0.0021229	0.2097505	0.4546182
1.5939851	1.6902615	0.1691324	0.0250278	0.0104341	37.6999590	537.3027341	46.3808632	0.0021459	0.1890093	0.3016731
1.7064433	7.1341809	0.2301581	0.0227844	0.0099552	28.8836816	411.8150103	40.4739518	0.0020621	0.2649893	0.5586062
1.0354483	3.7327111	0.0776900	0.0112908	0.0134049	29.7808950	534.5432620	31.5658881	0.0021775	0.0848568	0.2018495
1.5253728	2.3425368	0.2144280	0.0158422	0.0140395	42.0817697	483.3789400	36.3873204	0.0012619	0.2252558	0.3850857
1.1290603	1.1895982	0.1490351	0.0216849	0.0078348	36.7473998	524.6213573	34.8396033	0.0025617	0.0412590	0.0704697
0.9635496	4.7256225	0.2062634	0.0255530	0.0090364	33.4286592	444.9480745	47.4868271	0.0012893	0.2153063	0.3105112
1.1768353	6.6816522	0.1635915	0.0130453	0.0051374	28.7512448	501.4272079	38.0876443	0.0029049	0.2552632	0.6694737
1.5565246	7.2288884	0.0672678	0.0127431	0.0045606	31.7422126	437.4071955	36.9424103	0.0022500	0.2929865	0.8508169
1.6974569	7.6367085	0.1487901	0.0165235	0.0121628	38.2288435	405.0770713	33.5994343	0.0010556	0.1386568	0.3791314
0.8385746	3.8753928	0.0745976	0.0121215	0.0083600	40.2811968	495.7254915	48.3913466	0.0011096	0.1627078	0.3532320
1.6321404	6.6508979	0.0618554	0.0289579	0.0061190	36.9902667	516.9734149	48.7851409	0.0020211	0.0072920	0.0205932
1.3691373	2.1378493	0.2094129	0.0291357	0.0117576	37.0298258	496.5303452	48.7073467	0.0021969	0.2451933	0.2503606
1.2731003	2.1050069	0.1055235	0.0122916	0.0041277	36.4036389	521.9884204	35.3364065	0.0015630	0.0453084	0.0699518
1.4770780	4.9351974	0.1514751	0.0265827	0.0052343	38.9581517	413.7101494	31.7294871	0.0016357	0.1242605	0.2046961
0.9560216	7.4148927	0.1092672	0.0119418	0.0125412	35.3430545	413.7497371	47.8351819	0.0025656	0.1797974	0.3468097
1.3515511	2.1918550	0.0589590	0.0143318	0.0057828	34.5290491	442.3740395	39.2429888	0.0022084	0.1142473	0.1630641
1.3310414	3.3157415	0.0509063	0.0181096	0.0038573	31.5430490	500.8226283	38.6477071	0.0016288	0.2136654	0.3602183
1.3371203	3.7849021	0.1401415	0.0186629	0.0068945	36.4547251	483.2119683	31.5647285	0.0025211	0.2659444	0.5030798
0.8360172	5.7399225	0.1034972	0.0294019	0.0067554	40.0930572	428.7535136	34.5685721	0.0025717	0.1856161	0.3729645
1.6291663	3.0825188	0.0754051	0.0190312	0.0015346	35.5130074	497.4877560	41.9887083	0.0014243	0.1333814	0.2483067
1.0420257	4.4404429	0.1155136	0.0237635	0.0071284	39.5515089	463.8688269	38.0721651	0.0028108	0.1491940	0.3809724
1.0885343	6.5734390	0.0725777	0.0291342	0.0103197	41.0303383	505.2403127	49.2533714	0.0016514	0.1571191	0.4357728
1.7394171	2.7767549	0.0936535	0.0139693	0.0090875	42.7945607	409.7649748	33.1767882	0.0020307	0.2924901	0.7044202
1.3381182	3.2341797	0.0766461	0.0192611	0.0056003	37.5035743	538.1612177	48.4549371	0.0029715	0.1949089	0.3578909
1.4358174	5.4551188	0.1090954	0.0218854	0.0050342	37.1297045	472.6849614	42.1677688	0.0026696	0.0885658	0.1508974
1.1859611	4.0730001	0.0657406	0.0174388	0.0094651	33.8700142	543.5333920	48.0665212	0.0010321	0.1508765	0.3358403
1.3550987	2.1437136	0.1433569	0.0144099	0.0138677	32.9008218	481.6281438	37.1093547	0.0012762	0.1789233	0.4207089
1.1728513	6.4548082	0.0645230	0.0231730	0.0046514	32.2089012	544.3786989	36.7251169	0.0025613	0.1670302	0.2812999
1.3357492	5.0692064	0.1173295	0.0227562	0.0068085	29.7234370	447.4375865	47.2304423	0.0012614	0.1625275	0.4595280
1.4757471	5.7388746	0.0903414	0.0251744	0.0035473	38.6610509	531.5820010	36.5844818	0.0022058	0.1005490	0.1564635
0.8729688	2.2388608	0.0999449	0.0199940	0.0072294	34.6005291	496.0433716	46.1878016	0.0029010	0.1542071	0.4248262
1.5731312	1.1627525	0.2087215	0.0126981	0.0094595	38.5547712	435.2423949	34.1355130	0.0010642	0.0282953	0.0364402
1.4856692	2.9419924	0.0918854	0.0127108	0.0079949	31.3679691	497.5734793	30.0273509	0.0023955	0.2119478	0.6327553
1.1972626	7.5621387	0.0676101	0.0204521	0.0048893	30.3391244	522.1820127	31.9699194	0.0024137	0.2792857	0.4019069
1.2728429	5.5872557	0.2194754	0.0244322	0.0133073	28.5370334	461.0388416	44.5979009	0.0020714	0.2838490	0.5139278
1.1302810	3.2796619	0.1355506	0.0298549	0.0104870	39.2242762	488.5100219	32.5694004	0.0025434	0.1828877	0.4824989
1.7738624	5.3004286	0.1595410	0.0254320	0.0099033	38.1022166	406.0025745	40.8965277	0.0018573	0.1248366	0.1486466
1.0362258	7.6335812	0.1274329	0.0189130	0.0125299	28.5720397	439.7122256	48.1420310	0.0026246	0.0778362	0.1205939
1.7603281	2.0816237	0.1934693	0.0284340	0.0111452	35.8231733	422.9307433	33.0132165	0.0015638	0.0141540	0.0297851
1.3573824	1.3586169	0.1415979	0.0278126	0.0118279	38.4993151	492.5826969	39.9159330	0.0029113	0.0537349	0.0808351
1.4665593	2.5310965	0.1560624	0.0255877	0.0127091	36.5771197	487.5473705	44.0047216	0.0015670	0.1606339	0.3661105
1.1795306	6.9739982	0.0871521	0.0228185	0.0060869	33.3959096	455.7488162	30.6672654	0.0016801	0.2667250	0.5743539
1.0769212	6.5335885	0.2407515	0.0224687	0.0132723	37.6331645	477.9059275	36.3291851	0.0027021	0.1749869	0.3532952
1.2462454	3.8999108	0.1058651	0.0134664	0.0041684	39.1247669	534.7954877	32.4017599	0.0016441	0.1157208	0.3243320
1.2277075	4.6817549	0.1632949	0.0158310	0.0082189	30.8123739	433.5383904	47.8132146	0.0016300	0.0765841	0.1817415
1.5262465	3.0509761	0.0546933	0.0194542	0.0073607	38.5742221	537.6015592	33.4498985	0.0023510	0.1965280	0.4900844
0.9433546	7.2696258	0.1067626	0.0221317	0.0017754	34.9631315	407.3891685	33.3173426	0.0011894	0.0100134	0.0196593
0.8375850	2.8885781	0.1450812	0.0190548	0.0123114	29.0336295	428.3532667	36.7691649	0.0014887	0.1704580	0.4740244
1.6911066	5.8367145	0.0917397	0.0149718	0.0082840	36.5586406	465.0097962	39.4608262	0.0023822	0.1459267	0.3752944
0.9809243	6.5556176	0.2076004	0.0164242	0.0017295	41.0755714	442.7726899	32.8466338	0.0025772	0.2478890	0.6783548
1.1087217	7.1960901	0.1956693	0.0108074	0.0093580	37.8423540	437.0172485	36.5655450	0.0014194	0.0980498	0.2653013
1.6864090	4.1863844	0.2289657	0.0268203	0.0043318	41.1279494	418.7716148	43.8246240	0.0027792	0.1803929	0.4342104
1.2903452	2.6590515	0.1379983	0.0114640	0.0122270	38.3318429	508.4881989	41.9640630	0.0022265	0.1910696	0.4120504
1.5570015	2.5011963	0.1668610	0.0157070	0.0067800	36.7654683	404.0442050	41.3597430	0.0023284	0.0431322	0.0940759
0.9979982	3.9497539	0.1249292	0.0122822	0.0045554	41.8766887	544.6145133	41.5947678	0.0014722	0.0039724	0.0080740
1.7917890	6.0101136	0.2172299	0.0153050	0.0126165	30.6202403	511.7322420	30.1783307	0.0027096	0.0768022	0.1512058
1.4034097	1.2777193	0.2497380	0.0240932	0.0134875	35.6848217	457.4562968	32.7264927	0.0024882	0.1502656	0.4190334
1.0055352	7.7983032	0.0905900	0.0127975	0.0039699	34.3452288	401.6613089	33.4468554	0.0010092	0.1986326	0.2292261
1.1897211	4.6833071	0.1104927	0.0274253	0.0119007	38.6373883	542.9780644	40.2807125	0.0023968	0.1738650	0.3008741
1.6775899	6.5101212	0.2274283	0.0253460	0.0052216	30.9012659	515.8517984	41.0072230	0.0029920	0.0315231	0.0864487
1.6094056	6.6984767	0.1376409	0.0261206	0.0119405	29.0396260	441.6084113	45.4479611	0.0020591	0.0458218	0.1367537
1.5712180	7.7829991	0.1382417	0.0287186	0.0058557	34.7373070	522.3510300	32.8249751	0.0018482	0.0054318	0.0115882
0.9959391	2.5186971	0.0580316	0.0214634	0.0047881	41.2788340	421.5339743	30.2326625	0.0012701	0.0924104	0.1911522
1.6704641	6.1370130	0.0722589	0.0199326	0.0060622	29.9393526	414.3031664	43.4243772	0.0023562	0.1948160	0.4159547
1.3475863	5.3604934	0.1455956	0.0187624	0.0060371	28.8029640	538.0078408	35.9842101	0.0012248	0.0711853	0.1044341
1.4905221	5.0802106	0.2406955	0.0234406	0.0090920	39.7420425	488.3929473	46.1803761	0.0014404	0.0834684	0.2281020
1.0544351	7.1803521	0.2152926	0.0267458	0.0100154	28.6618989	441.5695310	38.8586367	0.0017191	0.0620106	0.1671110
1.4713777	7.7718809	0.0898236	0.0153989	0.0120625	41.8840420	455.3685062	43.2280496	0.0027072	0.1868006	0.2040633
1.6993181	4.8205029	0.2278142	0.0158060	0.0063838	40.6409112	514.2594127	43.7463980	0.0023598	0.0592166	0.1464127
1.3084338	2.0626845	0.2466096	0.0163304	0.0074507	34.3123738	539.8302902	41.7406236	0.0019372	0.0742883	0.1967379
1.7894142	5.4320917	0.1804428	0.0255851	0.0146558	37.1171981	453.5323542	40.2823403	0.0018598	0.1946481	0.3878600
1.0429625	2.6265836	0.0667568	0.0247287	0.0041024	33.8669579	429.9483312	46.2392780	0.0017137	0.1051307	0.2711761
1.6467367	4.8575055	0.1294866	0.0117129	0.0045082	39.3964196	468.3671280	34.9712787	0.0022604	0.1738825	0.2635097
1.2991924	1.3182786	0.1649999	0.0294662	0.0111634	35.2828618	486.9761460	30.2525488	0.0029928	0.1487020	0.2777074
1.4684013	7.2502376	0.1782692	0.0254995	0.0068490	32.6414988	447.8201626	37.4700353	0.0016637	0.0633976	0.0660143
1.4408168	2.3559767	0.2127741	0.0249136	0.0093839	30.0431596	477.2849170	30.8628981	0.0012572	0.1120055	0.2508614
1.6094828	5.0565745	0.1645924	0.0193878	0.0053358	31.6199709	482.8985761	46.3909167	0.0023751	0.1656730	0.2054367
1.4218021	4.3985600	0.1353662	0.0172505	0.0042849	42.6938724	438.3313622	30.9366110	0.0012982	0.0080811	0.0178168
0.9544815	2.2425989	0.1429399	0.0151677	0.0073555	36.1123755	514.9643877	35.7040767	0.0019603	0.1020430	0.2386991
0.8984154	6.9345360	0.1691630	0.0183847	0.0088697	30.0621682	452.1540633	35.2578400	0.0023420	0.1904553	0.5283560
1.2046692	3.9110107	0.2003291	0.0202916	0.0131389	30.3889698	535.1659003	44.8834110	0.0010771	0.0570295	0.1656764
0.8187176	7.1581659	0.1042623	0.0170231	0.0143604	33.4765590	543.8441379	36.7539850	0.0027473	0.2747757	0.5018865
0.9521200	3.3285075	0.1862740	0.0286083	0.0104125	38.6053507	473.3456142	33.3496960	0.0013088	0.1210220	0.1439375
1.0725383	7.0930728	0.1089454	0.0234142	0.0062561	41.1498065	510.8172821	35.0258241	0.0027694	0.0561279	0.1061125
0.8062498	3.5422609	0.2491996	0.0190553	0.0147575	28.5739902	477.4059820	43.9370634	0.0021365	0.0104288	0.0114434
1.7864371	3.0712811	0.0513337	0.0222002	0.0141853	42.1032293	535.0525572	49.5823278	0.0021464	0.0704312	0.1870804
1.4272617	5.4745502	0.1378735	0.0233190	0.0083125	40.7095616	491.6980338	31.2721511	0.0010749	0.1657799	0.4647371
1.2273917	2.9296632	0.0827494	0.0246881	0.0052087	30.7081425	449.3092272	35.0514681	0.0026805	0.0041680	0.0046174
1.6889096	4.8405078	0.0847914	0.0265851	0.0037958	41.7450089	539.8064663	44.7315603	0.0017110	0.1281483	0.3058416
0.9622069	7.8875420	0.2238109	0.0284776	0.0085136	36.3612717	413.2307348	46.0500402	0.0011689	0.1088490	0.1592558
1.6945504	4.4259511	0.2073831	0.0181454	0.0108455	30.2088574	527.3351726	42.2441218	0.0018013	0.1834316	0.4509982
0.8421109	3.3181467	0.1170794	0.0217922	0.0082569	42.1212268	485.6961221	39.7251816	0.0023730	0.0578950	0.0763209
1.5997748	1.2533853	0.0641784	0.0166378	0.0141379	41.0200562	519.9935654	30.1999844	0.0015119	0.0148293	0.0322430
1.3029122	1.7586222	0.1527342	0.0253132	0.0113470	41.2908957	530.8303537	30.1903722	0.0027405	0.0949857	0.1608443
1.4291770	3.7071057	0.2092567	0.0211406	0.0072806	36.7983238	444.5821930	33.4640460	0.0024007	0.2830736	0.4771948
1.6730513	1.6963730	0.1045291	0.0128379	0.0088976	39.5440013	460.6101098	43.5771315	0.0028145	0.2369642	0.4610401
0.8708601	2.3344501	0.1652537	0.0167681	0.0134080	38.3221113	476.1881340	45.9744256	0.0018758	0.1687126	0.3249890
1.3050326	5.1295903	0.1902299	0.0256560	0.0046907	34.5211681	486.8682811	41.8128750	0.0020911	0.0868931	0.2549599
0.8782765	3.6342145	0.1357836	0.0103384	0.0040542	39.1168947	524.4840261	33.8195534	0.0020706	0.1450708	0.4138540
1.5481655	3.0064846	0.0652507	0.0250633	0.0062184	30.1219244	482.0771361	33.3962608	0.0027685	0.0187510	0.0517035
1.0812670	7.8414061	0.0780150	0.0177088	0.0134971	38.0068296	423.6627075	35.8846412	0.0016938	0.0256156	0.0386506
1.3501919	6.5450128	0.0868014	0.0286595	0.0117502	31.9058995	534.6159768	30.0412628	0.0018835	0.2016088	0.4075436
1.5978133	3.7615628	0.0846843	0.0102602	0.0074559	38.9476048	491.5989800	39.7301389	0.0011412	0.2924885	0.3626192
